Article,Variables,Trend,Timeseries length [yr],Period,Number of individual years covers,Frequency [obs/yr],Number of stations,Stations,River basin,Nation,Continent,Basin area [km2],Method,Method parameters,,,,,,,,
76,Trophic state index,-,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p < 0.001, slope = ?0.556",,,,,,,,
76,sulfate,-,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p < 0.001, slope = ?0.082",,,,,,,,
76,nitrate,-,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p < 0.001, slope = ?0.017",,,,,,,,
76,pH,+,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p < 0.05, slope = 0.029",,,,,,,,
76,Alkalinity,0,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p > 0.05, slope = -0.080",,,,,,,,
76,chloride,0,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p > 0.05, slope = -0.018",,,,,,,,
76,Dissolved organic nitrogen,-,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p < 0.001, slope = ?0.006",,,,,,,,
76,Calcium,0,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p > 0.05, slope = -0.036",,,,,,,,
76,Magnesium,0,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p > 0.05, slope = -0.036",,,,,,,,
76,Acidification index,+,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p < 0.01, slope = 0.012",,,,,,,,
76,Dissolved organic carbon,0,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p > 0.05, slope = -0.002",,,,,,,,
76,sulfate,-,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p < 0.001, slope = ?0.451",,,,,,,,
76,pH,0,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p > 0.05, slope = 0.025",,,,,,,,
76,Dissolved organic carbon,0,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p > 0.05, slope = -0.003",,,,,,,,
76,sulfate,-,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p < 0.001, slope = ?0.359",,,,,,,,
76,pH,0,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p > 0.05, slope = 0.030",,,,,,,,
76,Dissolved organic carbon,0,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p > 0.05, slope = -0.013",,,,,,,,
76,sulfate,-,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p < 0.001, slope = ?0.267",,,,,,,,
76,pH,0,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p > 0.05, slope = 0.008",,,,,,,,
76,Dissolved organic carbon,0,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p > 0.05, slope = -0.002",,,,,,,,
76,sulfate,-,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p < 0.01, slope = ?0.100",,,,,,,,
76,pH,0,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p > 0.05, slope = 0.008",,,,,,,,
76,Dissolved organic carbon,0,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p > 0.05, slope = 0.002",,,,,,,,
76,sulfate,-,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p < 0.001, slope = ?0.093",,,,,,,,
76,pH,0,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p > 0.05, slope = 0.012",,,,,,,,
76,Chemical oxygen demand,0,16,2000-2015,16,monthly,7,"S1 (dam site), S3 (Huo-Shao-Zhang), S5 (Hou-Keng-Tsz), S6 (Yuan-Yang-Tan), S7 (Ma-Zhu-Lin), S8 (Yong-An), S9 (Wan-Tan) and S11 (Huang-Ju-Pi)",Beishi River,Taiwan,Asia,303,Mann-Kendall test,"p > 0.05, slope = -0.044",,,,,,,,
76,Dissolved organic nitrogen,-,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p < 0.01, slope = ?0.009",,,,,,,,
76,Chemical oxygen demand,0,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p > 0.05, slope = 0.132",,,,,,,,
76,nitrate,0,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p > 0.05, slope = -0.005",,,,,,,,
76,chloride,0,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p > 0.05, slope = 0.050",,,,,,,,
76,Alkalinity,0,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p > 0.05, slope = 0.030",,,,,,,,
76,Calcium,-,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p < 0.01, slope = ?0.550",,,,,,,,
76,Magnesium,-,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p < 0.05, slope = ?0.108",,,,,,,,
76,Acidification index,+,16,2000-2015,16,monthly,1,S13,Bei-Shih River,Taiwan,Asia,137,Mann-Kendall test,"p < 0.05, slope = 0.013",,,,,,,,
76,Dissolved organic nitrogen,0,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p > 0.05, slope = -0.003",,,,,,,,
76,Chemical oxygen demand,0,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p > 0.05, slope = 0.018",,,,,,,,
76,nitrate,0,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p > 0.05, slope = -0.005",,,,,,,,
76,chloride,0,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p > 0.05, slope = 0.001",,,,,,,,
76,Alkalinity,-,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p < 0.01, slope = ?0.601",,,,,,,,
76,Calcium,-,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p < 0.001, slope = ?0.427",,,,,,,,
76,Magnesium,0,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p > 0.05, slope = -0.056",,,,,,,,
76,Acidification index,0,16,2000-2015,16,monthly,1,S12,Dai-Yu River,Taiwan,Asia,79,Mann-Kendall test,"p > 0.05, slope = 0.000",,,,,,,,
76,Dissolved organic nitrogen,-,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p < 0.01, slope = ?0.007",,,,,,,,
76,Chemical oxygen demand,0,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p > 0.05, slope = -0.077",,,,,,,,
76,nitrate,-,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p < 0.05, slope = -0.010",,,,,,,,
76,chloride,0,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p > 0.05, slope = -0.039",,,,,,,,
76,Alkalinity,-,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p < 0.01, slope = ?0.594",,,,,,,,
76,Calcium,-,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p < 0.05, slope = -0.192",,,,,,,,
76,Magnesium,0,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p > 0.05, slope = -0.049",,,,,,,,
76,Acidification index,0,16,2000-2015,16,monthly,1,S10,Jin-Gua River,Taiwan,Asia,24,Mann-Kendall test,"p > 0.05, slope = 0.009",,,,,,,,
76,Dissolved organic nitrogen,-,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p < 0.001, slope = ?0.005",,,,,,,,
76,Chemical oxygen demand,0,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p > 0.05, slope = -0.025",,,,,,,,
76,nitrate,-,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p < 0.001, slope = ?0.014",,,,,,,,
76,chloride,0,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p > 0.05, slope = -0.007",,,,,,,,
76,Alkalinity,0,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p > 0.05, slope = -0.077",,,,,,,,
76,Calcium,-,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p < 0.01, slope = ?0.211",,,,,,,,
76,Magnesium,0,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p > 0.05, slope = -0.029",,,,,,,,
76,Acidification index,0,16,2000-2015,16,monthly,1,S4,Hou-Keng-Tsz River,Taiwan,Asia,21,Mann-Kendall test,"p > 0.05, slope = -0.006",,,,,,,,
76,Dissolved organic nitrogen,-,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p < 0.001, slope = ?0.006",,,,,,,,
76,Chemical oxygen demand,0,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p > 0.05, slope = -0.002",,,,,,,,
76,nitrate,-,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p < 0.001, slope = ?0.015",,,,,,,,
76,chloride,0,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p > 0.05, slope = 0.005",,,,,,,,
76,Alkalinity,0,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p > 0.05, slope = -0.116",,,,,,,,
76,Calcium,0,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p > 0.05, slope = -0.029",,,,,,,,
76,Magnesium,0,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p > 0.05, slope = -0.024",,,,,,,,
76,Acidification index,+,16,2000-2015,16,monthly,1,S2,Huo-Shao-Zhang River,Taiwan,Asia,11,Mann-Kendall test,"p < 0.05, slope = 0.013",,,,,,,,
77,nitrate,+,30,"1985-1986, 1998-1999, 2001-2004, 2007-2007, 2009-2014",15,2-3 times/year,11,"Panzhihua, Yibin, Chongqing, Wanzhou, Badong, Yichang, Yueyang, Wuhan, Jiujiang, Datong and Nanjing.",Yangtze River,China,Asia,"1,808,500",Mann-Kendall test,"p < 0.01, slope = 5.49",,,,,,,,
77,Dissolved inorganic phosphorus,+,30,"1985-1986, 1998-1999, 2001-2004, 2007-2007, 2009-2014",15,2-3 times/year,11,"Panzhihua, Yibin, Chongqing, Wanzhou, Badong, Yichang, Yueyang, Wuhan, Jiujiang, Datong and Nanjing.",Yangtze River,China,Asia,"1,808,500",Mann-Kendall test,"p < 0.01, slope = 5.08",,,,,,,,
77,dissolved silicon,0,30,"1985-1986, 1998-1999, 2001-2004, 2007-2007, 2009-2014",15,2-3 times/year,11,"Panzhihua, Yibin, Chongqing, Wanzhou, Badong, Yichang, Yueyang, Wuhan, Jiujiang, Datong and Nanjing.",Yangtze River,China,Asia,"1,808,500",Mann-Kendall test,"p > 0.05, slope = 0.79",,,,,,,,
78,water discharge,0,78,1937-2014,78,daily,1,Medicine Hat (05AJ001),South Saskatchewan River,Canada,North America,168600,Mann-Kendall test,"p = 0.33, Kendall's tau coefficient = -0.08",,,,,,,,
78,total phosphorus,-,44,1971-2014,44,monthly,1,Medicine Hat ( AL05AK0001),South Saskatchewan River,Canada,North America,168600,Mann-Kendall test,"p = 0.04, Kendall's tau coefficient = -0.22",,,,,,,,
78,total nitrogen,-,17,1977-1993,17,monthly,1,Medicine Hat ( AL05AK0001),South Saskatchewan River,Canada,North America,168600,Mann-Kendall test,"p = 0.00, Kendall's tau coefficient = -0.55",,,,,,,,
78,total nitrogen,+,21,1994-2014,21,monthly,1,Medicine Hat ( AL05AK0001),South Saskatchewan River,Canada,North America,168600,Mann-Kendall test,"p = 0.01, Kendall's tau coefficient = 0.43",,,,,,,,
78,water discharge,0,54,1961-2014,54,daily,1,Bindloss (05CK004),Red Deer River,Canada,North America,49650,Mann-Kendall test,"p = 0.80, Kendall's tau coefficient = 0.02",,,,,,,,
78,total phosphorus,0,41,1974-2014,41,monthly,1,Bindloss (AL05CK0001),Red Deer River,Canada,North America,49650,Mann-Kendall test,"p = 0.30, Kendall's tau coefficient = 0.12",,,,,,,,
78,total nitrogen,-,17,1977-1993,17,monthly,1,Bindloss (AL05CK0001),Red Deer River,Canada,North America,49650,Mann-Kendall test,"p = 0.02, Kendall's tau coefficient = -0.43",,,,,,,,
78,total nitrogen,+,21,1994-2014,21,monthly,1,Bindloss (AL05CK0001),Red Deer River,Canada,North America,49650,Mann-Kendall test,"p = 0.002, Kendall's tau coefficient = 0.51",,,,,,,,
79,water discharge,0,31,1980-2010,31,daily,1,Baizhiao station,Yongan River,China,Asia,"2,474",Regional Nutrient Management model,p > 0.05,,,,,,,,
80,Total reactive phosphorus,-,39,1974-2012,39,monthly,1,Above Altmouth pumping station (National Grid Reference (NGR): SD2921105091),Alt River,UK,Europe,103,Mann-Kendall test,,,,,,,,,
80,Total reactive phosphorus,+,39,1974-2012,39,monthly,1,Wanes Blades Bridge (NGR: SD4758912612),Douglas River,UK,Europe,231,Mann-Kendall test,,,,,,,,,
80,total phosphorus,+,11,1994-2004,11,monthly,1,Inverness (NGR: NH665445),Ness River,UK,Europe,1850,Mann-Kendall test,,,,,,,,,
81,water discharge,+,39,1975-2013,39,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
81,total phosphorus,-,39,1975-2013,39,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
81,Dissolved reactive phosphorus,-,16,1975-1990,16,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
81,Dissolved reactive phosphorus,+,23,1991-2013,23,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
81,total nitrogen,+,16,1975-1990,16,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
81,total nitrogen,-,23,1991-2013,23,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
81,nitrate,+,16,1975-1990,16,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
81,nitrate,-,23,1991-2013,23,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
81,suspended solids,-,39,1975-2013,39,daily,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Seasonal trend decomposition using loess,,,,,,,,,
83,nitrate,+,23,1985-2007,23,monthly,1,Poses,Seine River,France,Europe,76270,Seneque?Riverstrahler model,"y = 0.0023x + 4.441, RMSE = 0.06, bias = -8.55, R = 0.09, significance between 0.02 and 0.1, slope = 44.7%",,,,,,,,
83,Ammonium,-,23,1985-2007,23,monthly,1,Poses,Seine River,France,Europe,76270,Seneque?Riverstrahler model,"y =-0.0015x + 2.575, RMSE = 0.04, bias = -22.85, R = 0.50, significance between 0.001 and 0.01, slope = -51%",,,,,,,,
83,total phosphorus,-,23,1985-2007,23,monthly,1,Poses,Seine River,France,Europe,76270,Seneque?Riverstrahler model,"y = -0.0011x + 1.047, RMSE = 0.01, bias = 18.52, R = 0.63, significance between 0.001 and 0.01, Slope = -90%",,,,,,,,
83,dissolved silicon,0,23,1985-2007,23,monthly,1,Poses,Seine River,France,Europe,76270,Seneque?Riverstrahler model,"y = -0.0004x + 7.796, RMSE = 0.15, bias = 8.16, R = 0.38, significance between 0.001 and 0.01, slope = -5%",,,,,,,,
83,Chlorophyll-a,0,23,1985-2007,23,monthly,1,Poses,Seine River,France,Europe,76270,Seneque?Riverstrahler model,"y = 0.0002x + 10.535, RMSE = 1.52, bias = 62.43, R = 0.24, significance between 0.001 and 0.01",,,,,,,,
83,nitrate,-,24,1984-2007,24,monthly,2,Kruibeke and Temse,Scheldt River,Belgium,Europe,19900,Seneque?Riverstrahler model,"y = -0.0005x + 5.476, slope = -8%",,,,,,,,
83,Ammonium,-,24,1984-2007,24,monthly,2,Kruibeke and Temse,Scheldt River,Belgium,Europe,19900,Seneque?Riverstrahler model,"y = -0.0013x + 3.831, slope = -30%",,,,,,,,
83,total phosphorus,-,24,1984-2007,24,monthly,2,Kruibeke and Temse,Scheldt River,Belgium,Europe,19900,Seneque?Riverstrahler model,"y = -0.0007x + 0.832, slope = 70%",,,,,,,,
83,dissolved silicon,0,12,1996-2007,12,monthly,1,Kruibeke,Scheldt River,Belgium,Europe,19900,Seneque?Riverstrahler model,"y = -0.0008x + 10.320, RMSE = 0.49, bias = -8.45, R = 0.73",,,,,,,,
83,Chlorophyll-a,0,12,1996-2007,12,monthly,1,Kruibeke,Scheldt River,Belgium,Europe,19900,Seneque?Riverstrahler model,"y = 0.0045x + 22.456, RMSE = 7.04, bias = 27.13, R = 0.35, significance between 0.02 and 0.1",,,,,,,,
84,Dissolved reactive phosphorus,+,22,1991-2012,22,weekly,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Simple linear regression and Kendall Theil Robust,"R2 = 0.35, p = 0.003, Kendall tau = 0.429, slope = 17.3",,,,,,,,
84,Particulate phosphorus,0,22,1991-2012,22,weekly,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Simple linear regression and Kendall Theil Robust,"R2 = 0.0003, p = 0.93, Kendall tau = 0.004, slope = -0.07",,,,,,,,
84,Total bioavailable phosphorus,0,22,1991-2012,22,weekly,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Simple linear regression and Kendall Theil Robust,"R2 = 0.116, p = 0.121, Kendall tau = 0.204, slope = 18",,,,,,,,
84,total phosphorus,0,22,1991-2012,22,weekly,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Simple linear regression and Kendall Theil Robust,"R2 = 0.017, p = 0.559, Kendall tau = 0.1, slope = 21.9",,,,,,,,
84,suspended solids,0,22,1991-2012,22,weekly,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Simple linear regression and Kendall Theil Robust,"R2 = 0.023, p = 0.498, Kendall tau = 0, slope = 0",,,,,,,,
84,water discharge,0,22,1991-2012,22,weekly,1,"USGS stream gage in Waterville, OH (USGS 04193500)",Maumee River,USA,North America,16460,Simple linear regression and Kendall Theil Robust,"R2 = 0.058, p = 0.281, Kendall tau = 0.134, slope = 46.4",,,,,,,,
84,Dissolved reactive phosphorus,+,22,1991-2012,22,weekly,1,The stream gage near Fremont (USGS #04198000),Sandusky River,USA,North America,3289,Simple linear regression and Kendall Theil Robust,"R2 = 0.52, p = 0.0001, Kendall tau = 0.541, slope = 6.15",,,,,,,,
84,Particulate phosphorus,0,22,1991-2012,22,weekly,1,The stream gage near Fremont (USGS #04198000),Sandusky River,USA,North America,3289,Simple linear regression and Kendall Theil Robust,"R2 = 0.053, p = 0.301, Kendall tau = 0.091, slope = 1.12",,,,,,,,
